/ufrc/burleigh/nhans/GitHubNH/revBB
c25a-s1.ufhpc
Fri May 31 15:49:23 EDT 2019

RevBayes version (1.0.11)
Build from development (0ef095) on Tue May 28 09:41:26 EDT 2019

Visit the website www.RevBayes.com for more information about RevBayes.

RevBayes is free software released under the GPL license, version 3. Type 'license()' for details.

To quit RevBayes type 'quit()' or 'q()'.


> source("0_scripts/bd-tree-analysis.Rev")
   Processing file "0_scripts/bd-tree-analysis.Rev"
   Attempting to read the contents of file "simbdstree1.nex"
   Successfully read file

   Running MCMC simulation
   This simulation runs 2 independent replicates.
   The simulator uses 4 different moves in a random move schedule with 8 moves per iteration

Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------

Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------


Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
9000        |       -268.701   |       -273.641   |         4.9407   |     0.02243692   |    0.005879859   |     0.08588647   |   00:05:41   |   00:06:56   |
9000        |       -268.701   |       -273.641   |         4.9407   |     0.02243692   |    0.005879859   |     0.08588647   |   00:05:41   |   00:06:56   |
9010        |       -270.316   |       -274.453   |        4.13707   |    0.008421161   |    0.009319875   |     0.08312698   |   00:05:41   |   00:06:55   |
9020        |       -271.108   |       -273.749   |        2.64104   |     0.06777674   |     0.06145041   |       0.101933   |   00:05:42   |   00:06:56   |
9030        |        -274.27   |       -274.992   |       0.721824   |     0.06014229   |      0.1922024   |      0.1987558   |   00:05:42   |   00:06:55   |
9040        |       -272.426   |       -273.869   |        1.44355   |     0.02490288   |      0.1411505   |      0.1160533   |   00:05:43   |   00:06:55   |
9050        |       -273.266   |       -275.485   |        2.21933   |     0.04564558   |     0.03610773   |     0.06829199   |   00:05:43   |   00:06:55   |
9060        |       -270.987   |       -273.976   |        2.98919   |     0.04593587   |     0.04257807   |       0.137263   |   00:05:43   |   00:06:54   |
9070        |       -273.382   |       -274.718   |        1.33668   |     0.06691683   |      0.1353915   |      0.1956089   |   00:05:44   |   00:06:54   |
9080        |       -273.171   |       -274.845   |        1.67377   |      0.1026925   |     0.08078238   |      0.1470882   |   00:05:44   |   00:06:53   |
9090        |       -271.628   |       -274.058   |        2.43046   |     0.09660906   |     0.05341545   |      0.0707162   |   00:05:45   |   00:06:54   |
9100        |       -270.969   |       -273.773   |        2.80489   |     0.01182145   |     0.03608342   |     0.08922803   |   00:05:45   |   00:06:53   |
9100        |       -270.969   |       -273.773   |        2.80489   |     0.01182145   |     0.03608342   |     0.08922803   |   00:05:45   |   00:06:53   |
9110        |       -270.571   |       -273.333   |        2.76246   |     0.04824542   |     0.04521701   |     0.08131551   |   00:05:46   |   00:06:53   |
9120        |       -269.708   |       -273.524   |        3.81562   |     0.03665933   |     0.01662088   |     0.06984303   |   00:05:46   |   00:06:52   |
9130        |       -269.799   |       -273.558   |        3.75903   |      0.0271972   |     0.02141335   |     0.08879779   |   00:05:46   |   00:06:51   |
9140        |       -270.864   |       -273.825   |         2.9612   |     0.03099033   |     0.03189876   |      0.1167824   |   00:05:47   |   00:06:52   |
9150        |       -268.662   |       -273.689   |        5.02641   |     0.04044352   |    0.005735013   |     0.08138452   |   00:05:47   |   00:06:51   |
9160        |       -269.781   |        -273.72   |        3.93904   |     0.08919067   |     0.01227738   |     0.08604927   |   00:05:47   |   00:06:50   |
9170        |       -271.374   |       -273.896   |        2.52126   |      0.1618853   |     0.04233933   |      0.1166149   |   00:05:48   |   00:06:50   |
9180        |       -273.611   |       -274.997   |        1.38662   |     0.03331334   |      0.1483902   |     0.09673386   |   00:05:48   |   00:06:50   |
9190        |       -271.903   |       -273.454   |        1.55086   |      0.1943143   |     0.09360114   |       0.126177   |   00:05:49   |   00:06:50   |


Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
9200        |       -272.254   |        -273.72   |        1.46611   |     0.09526105   |       0.102276   |      0.1384545   |   00:05:49   |   00:06:49   |
9200        |       -272.254   |        -273.72   |        1.46611   |     0.09526105   |       0.102276   |      0.1384545   |   00:05:49   |   00:06:49   |
9210        |       -272.381   |       -273.701   |        1.32049   |     0.06861354   |      0.1146556   |     0.06011263   |   00:05:50   |   00:06:50   |
9220        |       -274.841   |       -275.722   |       0.880994   |     0.02195616   |      0.1361475   |     0.09188965   |   00:05:50   |   00:06:49   |
9230        |        -273.59   |       -274.763   |         1.1731   |      0.1763249   |     0.09728845   |      0.1203869   |   00:05:50   |   00:06:48   |
9240        |       -271.458   |        -274.54   |        3.08211   |      0.1635496   |     0.03713752   |     0.08401964   |   00:05:51   |   00:06:48   |
9250        |       -269.783   |       -273.834   |        4.05103   |      0.1801241   |      0.0136567   |     0.09338083   |   00:05:51   |   00:06:47   |
9260        |       -268.302   |       -274.025   |        5.72288   |      0.1617336   |    0.001797281   |     0.07109732   |   00:05:51   |   00:06:47   |
9270        |       -269.916   |        -274.52   |        4.60377   |      0.1245652   |    0.005278507   |     0.06267568   |   00:05:52   |   00:06:47   |
9280        |       -268.407   |       -274.014   |        5.60647   |     0.07976469   |    0.003440382   |      0.1053651   |   00:05:52   |   00:06:46   |
9290        |       -272.336   |       -278.311   |        5.97497   |      0.1488849   |     0.00381742   |     0.06080497   |   00:05:52   |   00:06:45   |
9300        |       -267.433   |       -273.874   |        6.44123   |      0.0338919   |    0.001234504   |     0.09809996   |   00:05:53   |   00:06:46   |
9300        |       -267.433   |       -273.874   |        6.44123   |      0.0338919   |    0.001234504   |     0.09809996   |   00:05:53   |   00:06:46   |
9310        |       -268.302   |       -273.817   |        5.51495   |     0.02794076   |    0.003860345   |     0.09993943   |   00:05:53   |   00:06:45   |
9320        |        -269.39   |       -273.614   |        4.22421   |     0.05848821   |     0.01044954   |     0.09347425   |   00:05:54   |   00:06:45   |
9330        |       -269.643   |        -274.01   |        4.36691   |     0.05361681   |    0.006022979   |      0.0559524   |   00:05:54   |   00:06:44   |
9340        |       -270.559   |        -273.31   |        2.75172   |      0.0494399   |     0.03580594   |     0.06125496   |   00:05:54   |   00:06:44   |
9350        |        -269.56   |        -273.59   |        4.03014   |     0.07607106   |     0.01469707   |     0.09986176   |   00:05:54   |   00:06:43   |
9360        |       -270.348   |       -273.468   |           3.12   |     0.06784441   |     0.02576766   |     0.08851882   |   00:05:55   |   00:06:43   |
9370        |       -269.438   |       -273.683   |        4.24531   |     0.07493634   |     0.01475299   |     0.09734281   |   00:05:55   |   00:06:42   |
9380        |       -271.506   |       -274.569   |        3.06251   |     0.07503974   |     0.04039174   |     0.07671798   |   00:05:56   |   00:06:43   |
9390        |       -272.256   |       -273.964   |        1.70878   |      0.1460908   |     0.07336319   |       0.115857   |   00:05:56   |   00:06:42   |


Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
9400        |       -270.334   |       -273.444   |         3.1106   |      0.0566334   |     0.03150568   |     0.07558473   |   00:05:56   |   00:06:41   |
9400        |       -270.334   |       -273.444   |         3.1106   |      0.0566334   |     0.03150568   |     0.07558473   |   00:05:56   |   00:06:41   |
9410        |       -268.881   |       -273.564   |        4.68299   |     0.03673708   |    0.007587497   |     0.08789533   |   00:05:57   |   00:06:41   |
9420        |       -272.743   |       -275.755   |        3.01195   |     0.02753497   |     0.01103077   |      0.0912594   |   00:05:57   |   00:06:40   |
9430        |       -268.832   |       -274.302   |        5.46968   |      0.1352097   |     0.00427143   |     0.08340958   |   00:05:57   |   00:06:40   |
9440        |       -265.961   |       -273.897   |        7.93548   |      0.1956099   |   0.0002283193   |      0.0719445   |   00:05:58   |   00:06:40   |
9450        |       -266.711   |       -273.974   |        7.26305   |     0.06656419   |   0.0003927707   |      0.0460712   |   00:05:58   |   00:06:39   |
9460        |       -267.236   |       -274.285   |        7.04924   |     0.06154157   |   0.0007060353   |     0.06186557   |   00:05:59   |   00:06:39   |
9470        |       -268.739   |       -274.332   |        5.59358   |     0.04087858   |     0.00275112   |     0.04585802   |   00:05:59   |   00:06:39   |
9480        |       -269.071   |       -274.012   |        4.94125   |     0.02189037   |    0.004058803   |     0.07034188   |   00:05:59   |   00:06:38   |
9490        |       -268.835   |       -273.913   |        5.07833   |     0.09806882   |    0.004833212   |     0.09893536   |   00:06:00   |   00:06:38   |
9500        |       -270.885   |       -273.311   |        2.42643   |      0.0717575   |     0.06010296   |     0.09340343   |   00:06:00   |   00:06:37   |
9500        |       -270.885   |       -273.311   |        2.42643   |      0.0717575   |     0.06010296   |     0.09340343   |   00:06:00   |   00:06:37   |
9510        |       -270.122   |       -273.291   |        3.16891   |      0.1789549   |     0.04199577   |      0.1187951   |   00:06:00   |   00:06:37   |
9520        |       -270.785   |       -274.467   |        3.68165   |     0.09353641   |     0.02388837   |      0.1309948   |   00:06:01   |   00:06:37   |
9530        |       -269.004   |       -273.917   |        4.91352   |      0.1540511   |    0.007104809   |      0.1060067   |   00:06:01   |   00:06:36   |
9540        |       -267.021   |       -275.123   |        8.10191   |      0.1464241   |   0.0004310786   |     0.07776979   |   00:06:01   |   00:06:35   |
9550        |        -266.26   |       -273.881   |        7.62088   |      0.1855645   |   0.0003077088   |     0.07305478   |   00:06:02   |   00:06:36   |
9560        |       -266.492   |       -274.722   |         8.2294   |      0.1682098   |   0.0003656037   |      0.0743838   |   00:06:02   |   00:06:35   |
9570        |       -267.409   |       -274.314   |        6.90437   |      0.1690487   |   0.0009016925   |      0.1086899   |   00:06:02   |   00:06:34   |
9580        |       -268.548   |       -275.324   |        6.77642   |     0.09487866   |   0.0005757869   |      0.1126883   |   00:06:03   |   00:06:34   |
9590        |       -265.829   |       -273.479   |        7.64969   |      0.1988897   |   0.0004078207   |     0.08959339   |   00:06:03   |   00:06:34   |


Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
9600        |       -267.371   |        -274.31   |        6.93944   |     0.06330877   |    0.001190214   |     0.08471089   |   00:06:03   |   00:06:33   |
9600        |       -267.371   |        -274.31   |        6.93944   |     0.06330877   |    0.001190214   |     0.08471089   |   00:06:03   |   00:06:33   |
9610        |       -267.881   |       -273.922   |        6.04142   |     0.07401006   |    0.002287967   |      0.1007767   |   00:06:04   |   00:06:33   |
9620        |        -270.82   |       -274.967   |        4.14766   |      0.1029188   |     0.01657853   |     0.07645102   |   00:06:04   |   00:06:32   |
9630        |        -270.05   |         -273.6   |        3.54953   |      0.1760894   |     0.02436068   |      0.1004405   |   00:06:04   |   00:06:31   |
9640        |       -270.454   |        -273.73   |        3.27624   |      0.1893683   |     0.03199659   |     0.09718843   |   00:06:05   |   00:06:32   |
9650        |       -267.446   |       -273.984   |        6.53793   |      0.2036284   |    0.001603541   |     0.09488865   |   00:06:05   |   00:06:31   |
9660        |       -268.672   |       -274.593   |         5.9205   |      0.1208585   |    0.001828049   |      0.1083882   |   00:06:05   |   00:06:30   |
9670        |       -268.868   |       -273.925   |        5.05716   |     0.03348997   |    0.005764388   |     0.07159964   |   00:06:06   |   00:06:30   |
9680        |       -268.481   |        -275.33   |        6.84893   |    0.003836097   |   0.0006301258   |     0.06457945   |   00:06:06   |   00:06:30   |
9690        |       -266.186   |       -273.757   |         7.5713   |     0.05112065   |   0.0004444486   |     0.08595121   |   00:06:06   |   00:06:29   |
9700        |       -268.268   |       -274.761   |        6.49378   |      0.2041937   |   0.0007485633   |      0.1070509   |   00:06:07   |   00:06:29   |
9700        |       -268.268   |       -274.761   |        6.49378   |      0.2041937   |   0.0007485633   |      0.1070509   |   00:06:07   |   00:06:29   |
9710        |       -267.751   |       -274.048   |        6.29767   |     0.04562447   |    0.002109534   |     0.08798922   |   00:06:07   |   00:06:28   |
9720        |       -269.743   |       -273.628   |        3.88545   |      0.1606618   |     0.02116046   |      0.1132123   |   00:06:07   |   00:06:28   |
9730        |       -272.015   |       -273.281   |        1.26596   |     0.07180546   |      0.1321345   |      0.1166083   |   00:06:08   |   00:06:28   |
9740        |        -272.15   |       -274.166   |        2.01582   |      0.1472304   |     0.09027627   |       0.109833   |   00:06:08   |   00:06:27   |
9750        |       -270.777   |       -273.492   |        2.71493   |      0.1829962   |     0.05905861   |      0.1402847   |   00:06:09   |   00:06:27   |
9760        |       -270.006   |       -273.336   |        3.33066   |       0.165131   |     0.03801107   |      0.1138197   |   00:06:09   |   00:06:27   |
9770        |       -270.073   |       -273.441   |        3.36772   |     0.05492498   |     0.03715673   |       0.107535   |   00:06:09   |   00:06:26   |
9780        |       -271.215   |       -273.808   |        2.59266   |      0.1703028   |     0.06389131   |      0.1491507   |   00:06:10   |   00:06:26   |
9790        |       -270.225   |       -273.555   |        3.33044   |      0.0525725   |     0.03668804   |      0.1257603   |   00:06:10   |   00:06:25   |


Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
9800        |       -270.857   |       -274.525   |        3.66807   |       0.149467   |     0.02486814   |      0.1324544   |   00:06:10   |   00:06:25   |
9800        |       -270.857   |       -274.525   |        3.66807   |       0.149467   |     0.02486814   |      0.1324544   |   00:06:10   |   00:06:25   |
9810        |       -267.341   |       -274.443   |        7.10228   |     0.01824701   |    0.001194187   |      0.0850352   |   00:06:11   |   00:06:25   |
9820        |       -266.506   |       -273.973   |         7.4672   |     0.08261631   |   0.0005202674   |     0.09962987   |   00:06:11   |   00:06:24   |
9830        |       -267.548   |       -274.599   |        7.05134   |      0.1600725   |   0.0009081602   |     0.07879228   |   00:06:11   |   00:06:23   |
9840        |       -267.783   |       -273.994   |        6.21076   |      0.1414264   |    0.001358872   |     0.06988588   |   00:06:12   |   00:06:24   |
9850        |       -268.395   |        -276.06   |        7.66546   |      0.1107367   |   0.0001460067   |     0.07953929   |   00:06:12   |   00:06:23   |
9860        |       -266.259   |       -274.184   |         7.9245   |     0.09719868   |   0.0001613918   |     0.06814268   |   00:06:12   |   00:06:22   |
9870        |       -265.361   |       -273.359   |        7.99843   |      0.1586525   |   0.0003586996   |     0.09436941   |   00:06:13   |   00:06:22   |
9880        |       -266.704   |       -273.937   |        7.23274   |     0.06568126   |   0.0007902042   |     0.09421588   |   00:06:13   |   00:06:22   |
9890        |       -267.243   |       -273.888   |        6.64503   |      0.1525679   |    0.000744251   |     0.07912094   |   00:06:13   |   00:06:21   |
9900        |       -268.267   |       -274.365   |        6.09752   |      0.1251617   |    0.001922231   |      0.1101345   |   00:06:14   |   00:06:21   |
9900        |       -268.267   |       -274.365   |        6.09752   |      0.1251617   |    0.001922231   |      0.1101345   |   00:06:14   |   00:06:21   |
9910        |       -269.902   |       -274.139   |        4.23629   |     0.05351568   |    0.008375425   |     0.09893405   |   00:06:14   |   00:06:20   |
9920        |       -269.445   |       -273.758   |        4.31357   |      0.1548879   |     0.01184157   |      0.1024035   |   00:06:14   |   00:06:20   |
9930        |       -271.439   |       -274.904   |        3.46587   |    0.009307365   |     0.04121408   |      0.0911102   |   00:06:15   |   00:06:20   |
9940        |       -270.388   |       -274.172   |        3.78389   |    0.007564992   |     0.02176899   |      0.1256707   |   00:06:15   |   00:06:19   |
9950        |       -271.486   |       -274.427   |        2.94129   |     0.02787391   |     0.04554638   |      0.1454969   |   00:06:15   |   00:06:18   |
9960        |       -270.587   |       -273.781   |         3.1942   |      0.1674591   |     0.03834557   |      0.1315175   |   00:06:16   |   00:06:19   |
9970        |       -269.994   |       -273.895   |        3.90122   |     0.06351932   |     0.02556383   |     0.09650548   |   00:06:16   |   00:06:18   |
9980        |       -269.325   |       -273.675   |        4.35047   |      0.1704511   |     0.01497715   |       0.102393   |   00:06:16   |   00:06:17   |
9990        |       -270.237   |       -275.686   |        5.44929   |     0.09843193   |     0.00708024   |     0.07580101   |   00:06:17   |   00:06:17   |


Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
10000       |       -267.182   |       -274.154   |        6.97175   |     0.09363186   |    0.001138701   |     0.08856491   |   00:06:17   |   00:06:17   |


Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
10000       |       -267.182   |       -274.154   |        6.97175   |     0.09363186   |    0.001138701   |     0.08856491   |   00:06:17   |   00:06:17   |
10010       |       -264.619   |       -273.491   |        8.87244   |      0.1956494   |   0.0001633944   |     0.08421192   |   00:06:18   |   00:06:17   |
10020       |       -267.364   |       -274.187   |        6.82369   |      0.1134207   |   0.0009121614   |     0.07809241   |   00:06:18   |   00:06:16   |
10030       |       -267.691   |       -273.896   |        6.20421   |       0.122026   |    0.001044769   |     0.08122579   |   00:06:18   |   00:06:15   |
10040       |       -266.518   |       -273.471   |        6.95335   |      0.1704677   |   0.0007285514   |     0.08566493   |   00:06:19   |   00:06:15   |
10050       |       -265.246   |       -273.502   |        8.25584   |      0.1992032   |   0.0001822678   |     0.07964084   |   00:06:19   |   00:06:15   |
10060       |       -267.563   |       -274.537   |        6.97469   |      0.0971359   |   0.0003929313   |     0.05252394   |   00:06:19   |   00:06:14   |
10070       |       -271.371   |       -277.741   |        6.36991   |       0.189191   |   0.0005043659   |      0.1034473   |   00:06:20   |   00:06:14   |
10080       |       -264.676   |       -273.635   |        8.95897   |      0.1993806   |   8.030645e-05   |     0.07627949   |   00:06:20   |   00:06:13   |
10090       |        -261.24   |       -273.174   |        11.9343   |      0.0781805   |   6.133008e-06   |     0.09515684   |   00:06:20   |   00:06:13   |
10100       |       -258.587   |       -271.362   |        12.7754   |      0.1661704   |   1.692095e-06   |      0.1009809   |   00:06:21   |   00:06:13   |
10100       |       -258.587   |       -271.362   |        12.7754   |      0.1661704   |   1.692095e-06   |      0.1009809   |   00:06:21   |   00:06:13   |
10110       |       -257.309   |       -270.217   |        12.9085   |      0.1693506   |   2.513598e-06   |      0.1046966   |   00:06:21   |   00:06:12   |
10120       |       -256.618   |       -270.084   |         13.466   |      0.1975971   |   1.201145e-06   |     0.08241652   |   00:06:21   |   00:06:11   |
10130       |       -256.228   |        -269.65   |        13.4224   |      0.1882497   |   1.212343e-06   |      0.0858854   |   00:06:22   |   00:06:12   |
10140       |       -258.287   |        -270.59   |        12.3036   |      0.1814998   |   3.298059e-06   |      0.1068107   |   00:06:22   |   00:06:11   |
10150       |       -255.799   |       -268.712   |        12.9131   |      0.1946273   |   2.265953e-06   |      0.1090471   |   00:06:22   |   00:06:10   |
10160       |       -256.446   |       -269.871   |        13.4253   |      0.1701823   |   1.089939e-06   |      0.1330655   |   00:06:23   |   00:06:10   |
10170       |       -254.713   |       -268.212   |        13.4997   |      0.1983461   |   1.191939e-06   |     0.09172776   |   00:06:23   |   00:06:10   |
10180       |       -255.397   |       -268.819   |        13.4217   |      0.1808685   |   1.152244e-06   |      0.1059438   |   00:06:23   |   00:06:09   |
10190       |       -256.151   |       -269.552   |        13.4007   |      0.1796474   |   1.458314e-06   |        0.10548   |   00:06:24   |   00:06:09   |


Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
10200       |       -254.503   |       -268.224   |        13.7208   |      0.1816875   |   1.142681e-06   |       0.101168   |   00:06:24   |   00:06:08   |
10200       |       -254.503   |       -268.224   |        13.7208   |      0.1816875   |   1.142681e-06   |       0.101168   |   00:06:24   |   00:06:08   |
10210       |       -253.782   |       -267.431   |        13.6491   |      0.2008444   |    1.00571e-06   |      0.1045446   |   00:06:24   |   00:06:08   |
10220       |       -259.093   |       -271.272   |        12.1789   |      0.1892946   |   5.087293e-06   |      0.1024121   |   00:06:25   |   00:06:08   |
10230       |       -255.722   |        -269.29   |        13.5672   |      0.1692413   |   1.129698e-06   |      0.1222722   |   00:06:25   |   00:06:07   |
10240       |       -257.794   |       -271.606   |         13.812   |      0.1795617   |   1.119098e-06   |     0.08735345   |   00:06:25   |   00:06:06   |
10250       |       -256.826   |       -269.545   |        12.7189   |      0.1955367   |   2.785693e-06   |      0.1303991   |   00:06:26   |   00:06:07   |
10260       |       -256.047   |       -269.409   |         13.362   |      0.1963252   |    1.38008e-06   |      0.1100093   |   00:06:26   |   00:06:06   |
10270       |       -255.747   |       -269.251   |         13.504   |      0.1751705   |   1.020791e-06   |     0.08697879   |   00:06:26   |   00:06:05   |
10280       |       -258.307   |       -271.669   |        13.3618   |      0.1713189   |   1.422652e-06   |      0.1026932   |   00:06:27   |   00:06:05   |
10290       |       -256.773   |       -269.908   |         13.135   |      0.2029836   |   1.345775e-06   |      0.1534818   |   00:06:27   |   00:06:05   |
10300       |       -255.734   |       -269.199   |        13.4651   |      0.1776394   |   1.507856e-06   |     0.09453552   |   00:06:27   |   00:06:04   |
10300       |       -255.734   |       -269.199   |        13.4651   |      0.1776394   |   1.507856e-06   |     0.09453552   |   00:06:27   |   00:06:04   |
10310       |       -257.522   |       -270.628   |        13.1063   |       0.190457   |   1.417011e-06   |     0.08771103   |   00:06:28   |   00:06:04   |
10320       |       -254.495   |       -268.119   |        13.6231   |       0.190457   |   1.244798e-06   |       0.102864   |   00:06:28   |   00:06:03   |
10330       |       -254.861   |        -268.45   |        13.5887   |      0.1936849   |   1.019161e-06   |      0.1311298   |   00:06:28   |   00:06:03   |
10340       |       -255.675   |       -268.837   |         13.162   |      0.1964454   |   1.712269e-06   |     0.09544133   |   00:06:29   |   00:06:03   |
10350       |       -258.155   |       -270.348   |        12.1935   |      0.1953604   |   4.209251e-06   |     0.08274999   |   00:06:29   |   00:06:02   |
10360       |        -261.39   |       -273.453   |        12.0626   |      0.1286045   |   7.565166e-06   |     0.08763279   |   00:06:29   |   00:06:01   |
10370       |         -258.5   |       -271.675   |        13.1755   |      0.1661353   |    1.13931e-06   |      0.1213075   |   00:06:30   |   00:06:02   |
10380       |       -256.396   |       -269.479   |        13.0832   |      0.1795818   |   1.720052e-06   |      0.0873471   |   00:06:30   |   00:06:01   |
10390       |       -258.292   |       -271.326   |         13.034   |      0.1569813   |   1.950975e-06   |     0.08478942   |   00:06:30   |   00:06:00   |


Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
10400       |       -256.679   |       -270.169   |          13.49   |      0.1829704   |   1.020972e-06   |      0.1322674   |   00:06:31   |   00:06:00   |
10400       |       -256.679   |       -270.169   |          13.49   |      0.1829704   |   1.020972e-06   |      0.1322674   |   00:06:31   |   00:06:00   |
10410       |       -261.084   |       -273.553   |        12.4696   |      0.1035988   |   4.477662e-06   |     0.09210116   |   00:06:31   |   00:06:00   |
10420       |       -261.665   |       -273.055   |        11.3896   |     0.07851771   |   1.377235e-05   |      0.0962366   |   00:06:31   |   00:05:59   |
10430       |       -261.253   |       -273.187   |        11.9339   |      0.1056953   |   7.093378e-06   |      0.1085799   |   00:06:32   |   00:05:59   |
10440       |       -261.458   |       -272.997   |        11.5385   |     0.09445522   |   1.181253e-05   |      0.1030096   |   00:06:32   |   00:05:58   |
10450       |       -264.269   |       -273.931   |        9.66148   |      0.1716924   |   6.497523e-05   |      0.0813295   |   00:06:32   |   00:05:58   |
10460       |       -264.074   |       -272.983   |        8.90958   |      0.1844858   |   0.0001450509   |      0.1003894   |   00:06:33   |   00:05:58   |
10470       |       -264.394   |       -273.629   |        9.23565   |      0.2005811   |   0.0001217646   |     0.08626647   |   00:06:33   |   00:05:57   |
10480       |       -266.089   |        -274.63   |        8.54045   |     0.07582192   |   0.0001874358   |      0.1150305   |   00:06:33   |   00:05:57   |
10490       |       -265.909   |       -274.011   |        8.10126   |      0.1805816   |    0.000381866   |      0.1020375   |   00:06:33   |   00:05:56   |
10500       |       -266.982   |       -274.046   |        7.06386   |      0.1402478   |    0.001005728   |      0.0920065   |   00:06:34   |   00:05:56   |
10500       |       -266.982   |       -274.046   |        7.06386   |      0.1402478   |    0.001005728   |      0.0920065   |   00:06:34   |   00:05:56   |
10510       |       -264.405   |       -273.265   |        8.86023   |      0.1514061   |   0.0001533253   |      0.1093193   |   00:06:34   |   00:05:55   |
10520       |       -261.723   |       -273.035   |        11.3124   |     0.06213461   |   1.084955e-05   |     0.09443258   |   00:06:35   |   00:05:55   |
10530       |       -264.014   |       -273.503   |        9.48927   |       0.126849   |   6.600192e-05   |      0.1072936   |   00:06:35   |   00:05:55   |
10540       |       -267.269   |       -273.706   |        6.43773   |     0.04563923   |    0.001274406   |     0.07586534   |   00:06:35   |   00:05:54   |
10550       |       -265.815   |       -273.855   |        8.03991   |     0.05119707   |   0.0001770144   |     0.04144546   |   00:06:36   |   00:05:54   |
10560       |       -266.526   |       -274.088   |        7.56138   |     0.05670701   |    0.000240096   |      0.0665396   |   00:06:36   |   00:05:54   |
10570       |       -266.541   |       -274.038   |        7.49649   |     0.03385728   |   0.0003789946   |     0.09948836   |   00:06:36   |   00:05:53   |
10580       |       -269.195   |       -276.248   |        7.05252   |     0.02293995   |   0.0002738277   |      0.1383015   |   00:06:37   |   00:05:53   |
10590       |         -267.1   |       -274.298   |        7.19863   |     0.01301178   |   0.0004521093   |     0.06726381   |   00:06:37   |   00:05:52   |


Iter        |      Posterior   |     Likelihood   |          Prior   |     event_rate   |   extinction..   |   speciation..   |    elapsed   |        ETA   |
-------------------------------------------------------------------------------------------------------------------------------------------------------------
10600       |        -264.77   |       -273.921   |        9.15124   |      0.1215844   |   7.193652e-05   |      0.1100478   |   00:06:37   |   00:05:52   |
10600       |        -264.77   |       -273.921   |        9.15124   |      0.1215844   |   7.193652e-05   |      0.1100478   |   00:06:37   |   00:05:52   |
10610       |       -262.715   |       -273.628   |        10.9125   |      0.1277833   |   1.252161e-05   |      0.0872407   |   00:06:38   |   00:05:52   |
10620       |       -262.903   |       -273.316   |        10.4132   |      0.1190906   |     2.5349e-05   |     0.09296137   |   00:06:38   |   00:05:51   |
10630       |       -263.663   |       -273.483   |         9.8199   |     0.03718474   |   4.556954e-05   |     0.06105025   |   00:06:38   |   00:05:50   |
10640       |       -267.172   |       -276.038   |        8.86584   |     0.03256367   |   0.0001260725   |     0.03492426   |   00:06:39   |   00:05:51   |
10650       |       -268.675   |       -274.811   |        6.13531   |    0.008304299   |    0.001219227   |     0.05468909   |   00:06:39   |   00:05:50   |
10660       |       -269.627   |       -274.289   |        4.66112   |    0.008556015   |     0.00606861   |      0.1047996   |   00:06:39   |   00:05:49   |
10670       |       -267.534   |       -274.058   |        6.52408   |     0.02537302   |   0.0009205103   |     0.03842409   |   00:06:40   |   00:05:49   |
10680       |       -270.476   |       -273.511   |          3.035   |     0.03274589   |     0.02429882   |     0.04594079   |   00:06:40   |   00:05:49   |
10690       |       -271.433   |        -274.11   |        2.67722   |    0.004597659   |     0.04097895   |     0.09715648   |   00:06:41   |   00:05:49   |
10700       |       -272.908   |       -274.957   |        2.04909   |     0.02293078   |     0.06216587   |      0.1528096   |   00:06:41   |   00:05:48   |
10700       |       -272.908   |       -274.957   |        2.04909   |     0.02293078   |     0.06216587   |      0.1528096   |   00:06:41   |   00:05:48   |
